site_code,store_number,brand,station_name,address,city,state,zip,latitude,longitude,phone,fuel_type,retail_price,discount_price,your_price,effective_date,parking_spaces_count,fuel_lane_count,shower_count,amenities,restaurants,source,pricing_city,pricing_state,location_city,location_state,is_usa,is_canada,missing_coordinates,missing_current_price
396,396,Pilot,Pilot Travel Center,3541 Lee Jackson Hwy,Staunton,VA,24401,38.01992541993689,-79.14098694841003,(540) 324-0714,DSL,5.099,5.049,4.1921,2026-06-18,100,9,11,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Staunton,VA,Staunton,VA,yes,no,no,no
399,399,Pilot,Pilot Travel Center,150 Plaza Park Rd,Lebanon Junction,KY,40150,37.82721890518839,-85.72364733729552,(502) 833-2727,DSL,4.899,4.849,4.1278,2026-06-18,100,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Cinnabon | McDonalds | Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Lebanon Junction,KY,Lebanon Junction,KY,yes,no,no,no
402,402,Pilot,Pilot Travel Center,8020 Campstool Rd,Cheyenne,WY,82007,41.13633064808771,-104.70673474470519,(307) 635-5744,DSL,5.099,5.049,4.1877,2026-06-18,90,10,6,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | DEF Lanes | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Cinnabon | Subway | Pilot Eats,Pilot/Flying J pricing + locations,Cheyenne,WY,Cheyenne,WY,yes,no,no,no
404,404,Pilot,Pilot Travel Center,2441 S Church St,Murfreesboro,TN,37127,35.8076745,-86.3965548,(615) 907-9595,DSL,4.999,4.949,4.0231,2026-06-18,65,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Murfreesboro,TN,Murfreesboro,TN,yes,no,no,no
406,406,Pilot,Pilot Travel Center,9211 Lewisburg Hwy,Cornersville,TN,37047,35.30525595924141,-86.88404011772155,(931) 363-3290,DSL,4.599,4.549,4.0081,2026-06-18,20,5,2,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Cornersville,TN,Cornersville,TN,yes,no,no,no
407,407,Pilot,Pilot Travel Center,2411 US-18,Clear Lake,IA,50428,43.14496364019283,-93.35853580613423,(641) 357-3124,DSL,4.899,4.849,3.9468,2026-06-18,75,7,6,Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Clear Lake,IA,Clear Lake,IA,yes,no,no,no
408,408,Pilot,Pilot Travel Center,3000 Chestnut Ridge Rd,Grantsville,MD,21536,39.69221982196893,-79.10023475330352,(301) 895-4536,DSL,5.599,5.549,4.3679,2026-06-18,38,7,7,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Arby's | Cinnabon | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Grantsville,MD,Grantsville,MD,yes,no,no,no
409,409,Pilot,Pilot Travel Center,2320 TN-46,Dickson,TN,37055,36.02270726288148,-87.34116938028716,(615) 446-4600,DSL,4.499,4.449,4.0206,2026-06-18,43,11,8,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Wendy's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Dickson,TN,Dickson,TN,yes,no,no,no
411,411,Pilot,Pilot Travel Center,921 Murfreesboro Rd,Lebanon,TN,37090,36.1791753,-86.2994386,(615) 453-8866,DSL,4.499,4.449,4.0356,2026-06-18,150,8,8,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Barber Shop | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Cinnabon | Subway | Pilot Eats,Pilot/Flying J pricing + locations,Lebanon,TN,Lebanon,TN,yes,no,no,no
412,412,Pilot,Pilot Travel Center,3624 Roy Messer Hwy,White Pine,TN,37890,36.108963277219395,-83.33399695833587,(865) 674-8570,DSL,5.199,5.149,3.9969,2026-06-18,130,9,10,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,McDonalds | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,White Pine,TN,White Pine,TN,yes,no,no,no
415,415,Pilot,Pilot Travel Center,319 Deer Head Cove Rd,Rising Fawn,GA,30738,34.77027117437587,-85.54150639896746,(706) 426-3855,DSL,4.699,4.649,4.1899,2026-06-18,150,10,8,Electric Vehicle Charging Station | Mobile Ordering,Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Rising Fawn,GA,Rising Fawn,GA,yes,no,no,no
416,416,Pilot,Pilot Travel Center,2201 16th Ave E,Cordele,GA,31015,31.959812163411218,-83.7467516368227,(229) 271-5775,DSL,4.659,4.609,4.3567,2026-06-18,60,7,10,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Arby's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Cordele,GA,Cordele,GA,yes,no,no,no
417,417,Pilot,Pilot Travel Center,625 Carrollton St,Temple,GA,30179,33.718810717221714,-85.02963888095093,(770) 562-9773,DSL,4.599,4.549,4.2118,2026-06-18,86,8,14,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Subway | Wendy's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Temple,GA,Temple,GA,yes,no,no,no
420,420,Pilot,Pilot Travel Center,1881 Eatonton Rd,Madison,GA,30650,33.56060332360283,-83.47867491401671,(706) 343-1455,DSL,5.099,5.049,4.2673,2026-06-18,110,9,6,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,IHOP | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Madison,GA,Madison,GA,yes,no,no,no
421,421,Pilot,Pilot Travel Center,142 Carbondale Rd SW,Dalton,GA,30721,34.65572578117535,-84.98030318278049,(706) 370-4060,DSL,4.699,4.649,4.1849,2026-06-18,90,10,4,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,McDonalds | Subway | Pilot Eats,Pilot/Flying J pricing + locations,Dalton,GA,Dalton,GA,yes,no,no,no
422,422,Pilot,Pilot Travel Center,1645 S US-29,Newnan,GA,30263,33.320550198836116,-84.77770398280335,(770) 252-3551,DSL,5.159,5.109,4.2493,2026-06-18,95,7,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Subway | Wendy's | Pilot Eats,Pilot/Flying J pricing + locations,Newnan,GA,Newnan,GA,yes,no,no,no
424,424,Pilot,Pilot Travel Center,4032 W Hwy 326,Ocala,FL,34482,29.26616378692671,-82.18890931994056,(352) 867-8300,DSL,5.099,5.049,4.3231,2026-06-18,125,9,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Arby's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Ocala,FL,Ocala,FL,yes,no,no,no
425,425,Pilot,Pilot Travel Center,33333 Blue Star Hwy,Midway,FL,32343,30.48546795851514,-84.42098149206544,(850) 576-3200,DSL,4.799,4.749,4.3377,2026-06-18,90,7,8,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Midway,FL,Midway,FL,yes,no,no,no
428,428,Pilot,Pilot Travel Center,300 Well Rd,West Monroe,LA,71292,32.5078943246877,-92.19246159259033,(318) 329-3590,DSL,4.599,4.549,3.9829,2026-06-18,100,9,5,Electric Vehicle Charging Station | Mobile Ordering,Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,West Monroe,LA,West Monroe,LA,yes,no,no,no
429,429,Pilot,Pilot Travel Center,1100 Martin Luther King Jr Dr,West Memphis,AR,72301,35.157735969602406,-90.13770261293222,(870) 732-1202,DSL,4.899,4.849,4.0822,2026-06-18,150,11,11,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Wendy's | Pilot Eats,Pilot/Flying J pricing + locations,West Memphis,AR,West Memphis,AR,yes,no,no,no
430,430,Pilot,Pilot Travel Center,215 AR-331 N,Russellville,AR,72802,35.28063189312379,-93.09278987752802,(479) 967-7414,DSL,4.569,4.519,4.0146,2026-06-18,96,7,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Subway | Wendy's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Russellville,AR,Russellville,AR,yes,no,no,no
431,431,Pilot,Pilot Travel Center,2205 TX-62,Orange,TX,77630,30.111888582707227,-93.82192220370483,(409) 745-1124,DSL,4.959,4.909,3.901,2026-06-18,110,7,6,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Subway | Wendy's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Orange,TX,Orange,TX,yes,no,no,no
432,432,Pilot,Pilot Travel Center,8055 South I-35,Waco,TX,76706,31.456399015718898,-97.17165307448482,(254) 673-0171,DSL,4.399,4.349,3.9957,2026-06-18,271,10,10,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Barber Shop | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Wendy's | Pilot Eats,Pilot/Flying J pricing + locations,Waco,TX,Waco,TX,yes,no,no,no
433,433,Pilot,Pilot Travel Center,8787 S Lancaster Rd,Dallas,TX,75241,32.64209833143373,-96.78035890978698,(972) 228-2467,DSL,4.499,4.449,3.9572,2026-06-18,146,11,11,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Wendy's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Dallas,TX,Dallas,TX,yes,no,no,no
434,434,Pilot,Pilot Travel Center,2400 Alliance Gateway Fwy,Fort Worth,TX,76177,32.95772056313138,-97.307540815907,(817) 337-5324,DSL,4.499,4.449,3.9922,2026-06-18,181,9,12,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,McDonalds | Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Fort Worth,TX,Fort Worth,TX,yes,no,no,no
435,435,Pilot,Pilot Travel Center,2015 Antonio St,Anthony,TX,79821,31.99669374724544,-106.58611026983642,(915) 886-3090,DSL,4.899,4.849,4.3864,2026-06-18,79,9,8,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Wendy's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Anthony,TX,Anthony,TX,yes,no,no,no
436,436,Pilot,Pilot Travel Center,715 S Lakeside Dr,Amarillo,TX,79118,35.19622555355347,-101.74099161838531,(806) 335-3323,DSL,4.699,4.649,4.0034,2026-06-18,90,11,12,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,McDonalds | Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Amarillo,TX,Amarillo,TX,yes,no,no,no
437,437,Pilot,Pilot Travel Center,481 KY-92,Williamsburg,KY,40769,36.72208144037753,-84.16803532055776,(606) 549-0162,DSL,5.199,5.149,4.1275,2026-06-18,80,7,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Cinnabon | Wendy's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Williamsburg,KY,Williamsburg,KY,yes,no,no,no
438,438,Pilot,Pilot Travel Center,2940 Scottsville Rd,Franklin,KY,42134,36.71780129987355,-86.52539558346712,(270) 586-9544,DSL,4.559,4.509,4.1453,2026-06-18,150,10,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash | Mobile Ordering,Wendy's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Franklin,KY,Franklin,KY,yes,no,no,no
439,439,Pilot,Pilot Travel Center,12900 Fort Campbell Blvd,Oak Grove,KY,42262,36.692240116720214,-87.45177692527008,(270) 439-0153,DSL,4.459,4.409,4.0578,2026-06-18,125,9,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Subway | Wendy's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Oak Grove,KY,Oak Grove,KY,yes,no,no,no
440,440,Pilot,Pilot Travel Center,205 Pendleton Rd,Pendleton,KY,40055,38.4544402,-85.2972028,(502) 743-5222,DSL,4.899,4.849,4.1428,2026-06-18,100,7,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Pendleton,KY,Pendleton,KY,yes,no,no,no
441,441,Pilot,Pilot Travel Center,3240 Point Mallard Parkway,Decatur,AL,35603,34.538005252844954,-86.91097605562913,(256) 353-5252,DSL,4.399,4.349,4.0589,2026-06-18,70,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Subway | Wendy's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Decatur,AL,Decatur,AL,yes,no,no,no
442,442,Pilot,Pilot Travel Center,1701 MO-84,Hayti,MO,63851,36.227528697642846,-89.72536741120311,(573) 359-2007,DSL,4.899,4.849,4.2164,2026-06-18,120,9,8,Electric Vehicle Charging Station | Mobile Ordering,Arby's | Pilot Eats,Pilot/Flying J pricing + locations,Hayti,MO,Hayti,MO,yes,no,no,no
443,443,Pilot,Pilot Travel Center,6676 MO-13,Higginsville,MO,64037,39.00319761010177,-93.73417487140935,(660) 207-1324,DSL,4.699,4.649,3.9252,2026-06-18,125,9,6,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,McDonalds | Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Higginsville,MO,Higginsville,MO,yes,no,no,no
444,444,Pilot,Pilot Travel Center,4376 IN-59,Brazil,IN,47834,39.45156771560114,-87.12506001852418,(812) 446-9400,DSL,5.199,5.149,4.4538,2026-06-18,55,8,10,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Cinnabon | McDonalds | Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Brazil,IN,Brazil,IN,yes,no,no,no
445,445,Pilot,Pilot Travel Center,243 Melton Road,Chesterton,IN,46304,41.60458104099451,-87.11536487973233,(219) 787-5705,DSL,5.199,5.149,4.2816,2026-06-18,115,9,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,McDonalds | Subway | Pilot Eats,Pilot/Flying J pricing + locations,Chesterton,IN,Chesterton,IN,yes,no,no,no
446,446,Pilot,Pilot Travel Center,15876 W Commerce Rd,Daleville,IN,47334,40.11481381972504,-85.57320354100037,(765) 378-0246,DSL,5.099,5.049,4.4255,2026-06-18,125,8,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Daleville,IN,Daleville,IN,yes,no,no,no
447,447,Pilot,Pilot Travel Center,1042 E Warrenton Rd,Haubstadt,IN,47639,38.17445122298883,-87.54915905770683,(812) 868-1048,DSL,4.899,4.849,4.3693,2026-06-18,98,8,8,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Subway | Taco Bell | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Haubstadt,IN,Haubstadt,IN,yes,no,no,no
448,448,Pilot,Pilot Travel Center,18011 Colorado St,Hebron,IN,46341,41.290344107421696,-87.2951070101934,(219) 696-8265,DSL,5.159,5.109,4.2941,2026-06-18,135,9,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Wendy's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Hebron,IN,Hebron,IN,yes,no,no,no
